sensor ts value
/qct/qexa-20/cocos/calibration/QB15/t2_echo_time "2025-08-15 03:40:35" 13299
/qct/qexa-20/cocos/calibration/QB15/t2_echo_time "2025-08-16 03:42:20" 12776
/qct/qexa-20/cocos/calibration/QB15/t2_echo_time "2025-08-17 03:41:45" 12980
/qct/qexa-20/cocos/calibration/QB15/t2_echo_time "2025-08-18 03:41:53" 10565
/qct/qexa-20/cocos/calibration/QB15/t2_echo_time "2025-08-19 03:43:48" 11021
/qct/qexa-20/cocos/calibration/QB15/t2_echo_time "2025-08-20 03:42:52" 11804
/qct/qexa-20/cocos/calibration/QB15/t2_echo_time "2025-08-21 03:41:43" 13239
/qct/qexa-20/cocos/calibration/QB15/t2_echo_time "2025-08-22 03:40:39" 12892
/qct/qexa-20/cocos/calibration/QB15/t2_echo_time "2025-08-24 03:42:13" 11785
/qct/qexa-20/cocos/calibration/QB15/t2_echo_time "2025-08-25 03:42:55" 11882
/qct/qexa-20/cocos/calibration/QB15/t2_echo_time "2025-08-26 03:44:04" 10636
/qct/qexa-20/cocos/calibration/QB15/t2_echo_time "2025-08-27 03:42:36" 12476
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-02 03:42:59" 2534
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-03 03:42:23" 2958
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-04 03:38:59" 2742
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-05 03:41:59" 2386
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-06 03:37:10" 2213
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-07 03:42:43" 2408
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-08 03:42:11" 2269
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-09 03:43:21" 2403
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-10 03:39:56" 2406
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-11 03:41:53" 2444
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-12 03:39:59" 2225
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-13 03:42:04" 2095
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-14 03:42:10" 2181
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-15 03:40:35" 2125
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-16 03:42:20" 2713
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-17 03:41:45" 2371
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-18 03:41:53" 2524
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-19 03:43:48" 2300
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-20 03:42:52" 1950
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-21 03:41:43" 1877
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-22 03:40:39" 2161
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-24 03:42:13" 1948
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-25 03:42:55" 2089
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-26 03:44:04" 2098
/qct/qexa-20/cocos/calibration/QB15/t2_time "2025-08-27 03:42:36" 2295
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-02 03:42:59" 250
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-03 03:42:23" 290
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-04 03:38:59" 300
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-05 03:41:59" 220
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-06 03:37:10" 300
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-07 03:42:43" 225
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-08 03:42:11" 214
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-09 03:43:21" 240
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-10 03:39:56" 310
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-11 03:41:53" 325
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-12 03:39:59" 365
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-13 03:42:04" 245
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-14 03:42:10" 235
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-15 03:40:35" 305
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-16 03:42:20" 265
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-17 03:41:45" 305
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-18 03:41:53" 190
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-19 03:43:48" 570
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-20 03:42:52" 310
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-21 03:41:43" 260
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-22 03:40:39" 325
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-24 03:42:13" 225
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-25 03:42:55" 325
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-26 03:44:04" 280
/qct/qexa-20/cocos/calibration/QB16/error_0_1 "2025-08-27 03:42:36" 270
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-02 03:42:59" 360
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-03 03:42:23" 225
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-04 03:38:59" 350
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-05 03:41:59" 254
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-06 03:37:10" 250
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-07 03:42:43" 520
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-08 03:42:11" 509
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-09 03:43:21" 390
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-10 03:39:56" 305
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-11 03:41:53" 434
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-12 03:39:59" 320
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-13 03:42:04" 310
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-14 03:42:10" 285
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-15 03:40:35" 280
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-16 03:42:20" 560
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-17 03:41:45" 375
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-18 03:41:53" 350
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-19 03:43:48" 1500
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-20 03:42:52" 350
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-21 03:41:43" 470
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-22 03:40:39" 345
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-24 03:42:13" 285
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-25 03:42:55" 260
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-26 03:44:04" 250
/qct/qexa-20/cocos/calibration/QB16/error_1_0 "2025-08-27 03:42:36" 230
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-02 03:42:59" 9990
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-03 03:42:23" 9987
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-04 03:38:59" 9987
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-05 03:41:59" 9990
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-06 03:37:10" 9988
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-07 03:42:43" 9989
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-08 03:42:11" 9983
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-09 03:43:21" 9990
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-10 03:39:56" 9989
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-11 03:41:53" 9989
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-12 03:39:59" 9983
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-13 03:42:04" 9988
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-14 03:42:10" 9986
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-15 03:40:35" 9987
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-16 03:42:20" 9989
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-17 03:41:45" 9990
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-18 03:41:53" 9989
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-19 03:43:48" 9917
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-20 03:42:52" 9987
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-21 03:41:43" 9966
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-22 03:40:39" 9988
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-24 03:42:13" 9990
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-25 03:42:55" 9988
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-26 03:44:04" 9989
/qct/qexa-20/cocos/calibration/QB16/fidelity_1qb_gates_averaged "2025-08-27 03:42:36" 9989
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-02 03:42:59" 9695
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-03 03:42:23" 9742
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-04 03:38:59" 9675
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-05 03:41:59" 9762
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-06 03:37:10" 9725
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-07 03:42:43" 9627
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-08 03:42:11" 9637
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-09 03:43:21" 9685
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-10 03:39:56" 9692
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-11 03:41:53" 9620
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-12 03:39:59" 9657
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-13 03:42:04" 9722
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-14 03:42:10" 9739
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-15 03:40:35" 9707
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-16 03:42:20" 9587
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-17 03:41:45" 9660
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-18 03:41:53" 9730
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-19 03:43:48" 8965
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-20 03:42:52" 9670
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-21 03:41:43" 9635
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-22 03:40:39" 9665
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-24 03:42:13" 9745
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-25 03:42:55" 9707
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-26 03:44:04" 9735
/qct/qexa-20/cocos/calibration/QB16/single_shot_readout_fidelity "2025-08-27 03:42:36" 9750
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-02 03:42:59" 39057
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-03 03:42:23" 36172
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-04 03:38:59" 36615
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-05 03:41:59" 37295
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-06 03:37:10" 34899
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-07 03:42:43" 17928
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-08 03:42:11" 27829
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-09 03:43:21" 35767
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-10 03:39:56" 38593
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-11 03:41:53" 25694
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-12 03:39:59" 28898
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-13 03:42:04" 35917
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-14 03:42:10" 40592
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-15 03:40:35" 40946
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-16 03:42:20" 48735
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-17 03:41:45" 48450
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-18 03:41:53" 41108
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-19 03:43:48" 25215
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-20 03:42:52" 40240
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-21 03:41:43" 33314
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-22 03:40:39" 36056
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-24 03:42:13" 42915
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-25 03:42:55" 34942
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-26 03:44:04" 34070
/qct/qexa-20/cocos/calibration/QB16/t1_time "2025-08-27 03:42:36" 28512
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-02 03:42:59" 14883
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-03 03:42:23" 14260
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-04 03:38:59" 13360
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-05 03:41:59" 15383
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-06 03:37:10" 14954
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-07 03:42:43" 12884
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-08 03:42:11" 10399
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-09 03:43:21" 15406
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-10 03:39:56" 15600
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-11 03:41:53" 14320
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-12 03:39:59" 14631
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-13 03:42:04" 14395
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-14 03:42:10" 15019
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-15 03:40:35" 15711
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-16 03:42:20" 15441
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-17 03:41:45" 16044
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-18 03:41:53" 14105
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-19 03:43:48" 14357
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-20 03:42:52" 14925
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-21 03:41:43" 14435
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-22 03:40:39" 15596
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-24 03:42:13" 15757
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-25 03:42:55" 13338
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-26 03:44:04" 15357
/qct/qexa-20/cocos/calibration/QB16/t2_echo_time "2025-08-27 03:42:36" 14275
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-02 03:42:59" 4544
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-03 03:42:23" 4594
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-04 03:38:59" 4531
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-05 03:41:59" 4610
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-06 03:37:10" 4561
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-07 03:42:43" 4480
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-08 03:42:11" 3817
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-09 03:43:21" 4708
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-10 03:39:56" 4445
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-11 03:41:53" 4343
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-12 03:39:59" 4063
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-13 03:42:04" 4452
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-14 03:42:10" 4460
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-15 03:40:35" 4440
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-16 03:42:20" 4468
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-17 03:41:45" 4597
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-18 03:41:53" 4575
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-19 03:43:48" 1785
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-20 03:42:52" 4689
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-21 03:41:43" 2185
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-22 03:40:39" 4253
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-24 03:42:13" 4745
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-25 03:42:55" 4359
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-26 03:44:04" 4595
/qct/qexa-20/cocos/calibration/QB16/t2_time "2025-08-27 03:42:36" 4860
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-02 03:42:59" 305
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-03 03:42:23" 360
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-04 03:38:59" 755
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-05 03:41:59" 240
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-06 03:37:10" 520
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-07 03:42:43" 260
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-08 03:42:11" 180
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-09 03:43:21" 270
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-10 03:39:56" 275
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-11 03:41:53" 225
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-12 03:39:59" 325
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-13 03:42:04" 254
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-14 03:42:10" 285
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-15 03:40:35" 520
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-16 03:42:20" 770
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-17 03:41:45" 315
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-18 03:41:53" 485
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-19 03:43:48" 340
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-20 03:42:52" 434
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-21 03:41:43" 230
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-22 03:40:39" 190
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-24 03:42:13" 160
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-25 03:42:55" 205
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-26 03:44:04" 245
/qct/qexa-20/cocos/calibration/QB17/error_0_1 "2025-08-27 03:42:36" 200
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-02 03:42:59" 2240
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-03 03:42:23" 1905
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-04 03:38:59" 1950
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-05 03:41:59" 2440
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-06 03:37:10" 2070
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-07 03:42:43" 840
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-08 03:42:11" 425
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-09 03:43:21" 425
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-10 03:39:56" 885
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-11 03:41:53" 704
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-12 03:39:59" 1335
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-13 03:42:04" 975
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-14 03:42:10" 2225
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-15 03:40:35" 1644
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-16 03:42:20" 1995
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-17 03:41:45" 940
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-18 03:41:53" 1669
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-19 03:43:48" 1505
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-20 03:42:52" 650
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-21 03:41:43" 354
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-22 03:40:39" 465
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-24 03:42:13" 535
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-25 03:42:55" 920
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-26 03:44:04" 930
/qct/qexa-20/cocos/calibration/QB17/error_1_0 "2025-08-27 03:42:36" 845
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-02 03:42:59" 9586
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-03 03:42:23" 9985
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-04 03:38:59" 9966
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-05 03:41:59" 9984
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-06 03:37:10" 9940
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-07 03:42:43" 9989
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-08 03:42:11" 9990
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-09 03:43:21" 9990
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-10 03:39:56" 9984
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-11 03:41:53" 9980
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-12 03:39:59" 9977
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-13 03:42:04" 9980
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-14 03:42:10" 9986
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-15 03:40:35" 9978
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-16 03:42:20" 9975
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-17 03:41:45" 9987
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-18 03:41:53" 9990
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-19 03:43:48" 9986
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-20 03:42:52" 9990
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-21 03:41:43" 9990
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-22 03:40:39" 9987
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-24 03:42:13" 9987
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-25 03:42:55" 9972
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-26 03:44:04" 9978
/qct/qexa-20/cocos/calibration/QB17/fidelity_1qb_gates_averaged "2025-08-27 03:42:36" 9980
/qct/qexa-20/cocos/calibration/QB17/single_shot_readout_fidelity "2025-08-02 03:42:59" 8727
/qct/qexa-20/cocos/calibration/QB17/single_shot_readout_fidelity "2025-08-03 03:42:23" 8867
/qct/qexa-20/cocos/calibration/QB17/single_shot_readout_fidelity "2025-08-04 03:38:59" 8647
/qct/qexa-20/cocos/calibration/QB17/single_shot_readout_fidelity "2025-08-05 03:41:59" 8660
/qct/qexa-20/cocos/calibration/QB17/single_shot_readout_fidelity "2025-08-06 03:37:10" 8705
/qct/qexa-20/cocos/calibration/QB17/single_shot_readout_fidelity "2025-08-07 03:42:43" 9450
/qct/qexa-20/cocos/calibration/QB17/single_shot_readout_fidelity "2025-08-08 03:42:11" 9697
